function|id|time|cpu_percent|mem_percent|node
mapper|0_0|211.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|211.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|212.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|212.5|98.1|0.575323657263011|wn2.localdomain
mapper|0_0|213.0|94.1|0.575323657263011|wn2.localdomain
mapper|0_0|213.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|214.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|214.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|215.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|215.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|216.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|216.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|217.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|217.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|218.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|218.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|219.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|219.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|220.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|220.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|221.0|95.0|0.575323657263011|wn2.localdomain
mapper|0_0|221.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|222.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|222.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|223.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|223.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|224.0|98.6|0.575323657263011|wn2.localdomain
mapper|0_0|224.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|225.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|225.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|226.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|226.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|227.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|227.5|97.7|0.575323657263011|wn2.localdomain
mapper|0_0|228.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|228.5|98.5|0.575323657263011|wn2.localdomain
mapper|0_0|229.0|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|229.5|94.7|0.575323657263011|wn2.localdomain
mapper|0_0|230.0|98.6|0.575323657263011|wn2.localdomain
mapper|0_0|230.5|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|231.0|94.7|0.575323657263011|wn2.localdomain
mapper|0_0|231.5|98.5|0.575323657263011|wn2.localdomain
mapper|0_0|232.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|232.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|233.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|233.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|234.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|234.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|235.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|235.5|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|236.0|94.4|0.575323657263011|wn2.localdomain
mapper|0_0|236.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|237.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|237.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|238.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|238.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|239.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|239.5|95.6|0.575323657263011|wn2.localdomain
mapper|0_0|240.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|240.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|241.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|241.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|242.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|242.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|243.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|243.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|244.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|244.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|245.0|95.7|0.575323657263011|wn2.localdomain
mapper|0_0|245.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|246.0|98.5|0.575323657263011|wn2.localdomain
mapper|0_0|246.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|247.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|247.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|248.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|248.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|249.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|249.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|250.0|96.8|0.575323657263011|wn2.localdomain
mapper|0_0|250.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|251.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|251.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|252.0|94.1|0.575323657263011|wn2.localdomain
mapper|0_0|252.5|97.9|0.575323657263011|wn2.localdomain
mapper|0_0|253.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|253.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|254.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|254.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|255.0|95.6|0.575323657263011|wn2.localdomain
mapper|0_0|255.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|256.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|256.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|257.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|257.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|258.0|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|258.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|259.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|259.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|260.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|260.5|95.4|0.575323657263011|wn2.localdomain
mapper|0_0|261.0|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|261.5|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|262.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|262.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|263.0|94.0|0.575323657263011|wn2.localdomain
mapper|0_0|263.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|264.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|264.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|265.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|265.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|266.0|95.3|0.575323657263011|wn2.localdomain
mapper|0_0|266.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|267.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|267.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|268.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|268.5|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|269.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|269.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|270.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|270.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|271.0|97.4|0.575323657263011|wn2.localdomain
mapper|0_0|271.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|272.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|272.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|273.0|94.4|0.575323657263011|wn2.localdomain
mapper|0_0|273.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|274.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|274.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|275.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|275.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|276.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|276.5|94.8|0.575323657263011|wn2.localdomain
mapper|0_0|277.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|277.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|278.0|98.4|0.575323657263011|wn2.localdomain
mapper|0_0|278.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|279.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|279.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|280.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|280.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|281.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|281.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|282.0|95.6|0.575323657263011|wn2.localdomain
mapper|0_0|282.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|283.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|283.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|284.0|95.8|0.575323657263011|wn2.localdomain
mapper|0_0|284.5|98.0|0.575323657263011|wn2.localdomain
mapper|0_0|285.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|285.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|286.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|286.5|95.2|0.575323657263011|wn2.localdomain
mapper|0_0|287.0|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|287.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|288.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|288.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|289.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|289.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|290.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|290.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|291.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|291.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|292.0|95.6|0.575323657263011|wn2.localdomain
mapper|0_0|292.5|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|293.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|293.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|294.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|294.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|295.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|295.5|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|296.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|296.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|297.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|297.5|96.8|0.575323657263011|wn2.localdomain
mapper|0_0|298.0|94.5|0.575323657263011|wn2.localdomain
mapper|0_0|298.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|299.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|299.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|300.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|300.5|98.5|0.575323657263011|wn2.localdomain
mapper|0_0|301.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|301.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|302.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|302.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|303.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|303.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|304.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|304.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|305.0|97.9|0.575323657263011|wn2.localdomain
mapper|0_0|305.5|94.4|0.575323657263011|wn2.localdomain
mapper|0_0|306.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|306.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|307.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|307.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|308.0|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|308.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|309.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|309.5|97.9|0.575323657263011|wn2.localdomain
mapper|0_0|310.0|94.0|0.575323657263011|wn2.localdomain
mapper|0_0|310.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|311.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|311.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|312.0|95.6|0.575323657263011|wn2.localdomain
mapper|0_0|312.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|313.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|313.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|314.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|314.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|315.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|315.5|97.9|0.575323657263011|wn2.localdomain
mapper|0_0|316.0|95.8|0.575323657263011|wn2.localdomain
mapper|0_0|316.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|317.0|97.3|0.575323657263011|wn2.localdomain
mapper|0_0|317.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|318.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|318.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|319.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|319.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|320.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|320.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|321.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|321.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|322.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|322.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|323.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|323.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|324.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|324.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|325.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|325.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|326.0|98.4|0.575323657263011|wn2.localdomain
mapper|0_0|326.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|327.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|327.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|328.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|328.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|329.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|329.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|330.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|330.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|331.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|331.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|332.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|332.5|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|333.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|333.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|334.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|334.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|335.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|335.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|336.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|336.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|337.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|337.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|338.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|338.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|339.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|339.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|340.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|340.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|341.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|341.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|342.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|342.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|343.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|343.5|97.4|0.575323657263011|wn2.localdomain
mapper|0_0|344.0|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|344.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|345.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|345.5|95.7|0.575323657263011|wn2.localdomain
mapper|0_0|346.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|346.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|347.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|347.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|348.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|348.5|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|349.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|349.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|350.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|350.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|351.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|351.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|352.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|352.5|92.0|0.575323657263011|wn2.localdomain
mapper|0_0|353.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|353.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|354.0|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|354.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|355.0|98.0|0.575323657263011|wn2.localdomain
mapper|0_0|355.5|94.0|0.575323657263011|wn2.localdomain
mapper|0_0|356.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|356.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|357.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|357.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|358.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|358.5|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|359.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|359.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|360.0|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|360.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|361.0|98.0|0.575323657263011|wn2.localdomain
mapper|0_0|361.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|362.0|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|362.5|97.8|0.575323657263011|wn2.localdomain
mapper|0_0|363.0|96.0|0.575323657263011|wn2.localdomain
mapper|0_0|363.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|364.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|364.5|94.5|0.575323657263011|wn2.localdomain
mapper|0_0|365.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|365.5|98.4|0.575323657263011|wn2.localdomain
mapper|0_0|366.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|366.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|367.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|367.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|368.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|368.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|369.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|369.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|370.0|95.5|0.575323657263011|wn2.localdomain
mapper|0_0|370.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|371.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|371.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|372.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|372.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|373.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|373.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|374.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|374.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|375.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|375.5|94.6|0.575323657263011|wn2.localdomain
mapper|0_0|376.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|376.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|377.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|377.5|98.4|0.575323657263011|wn2.localdomain
mapper|0_0|378.0|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|378.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|379.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|379.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|380.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|380.5|95.3|0.575323657263011|wn2.localdomain
mapper|0_0|381.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|381.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|382.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|382.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|383.0|94.4|0.575323657263011|wn2.localdomain
mapper|0_0|383.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|384.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|384.5|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|385.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|385.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|386.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|386.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|387.0|98.1|0.575323657263011|wn2.localdomain
mapper|0_0|387.5|96.6|0.575323657263011|wn2.localdomain
mapper|0_0|388.0|96.8|0.575323657263011|wn2.localdomain
mapper|0_0|388.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|389.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|389.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|390.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|390.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|391.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|391.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|392.0|97.5|0.575323657263011|wn2.localdomain
mapper|0_0|392.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|393.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|393.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|394.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|394.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|395.0|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|395.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|396.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|396.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|397.0|96.7|0.575323657263011|wn2.localdomain
mapper|0_0|397.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|398.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|398.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|399.0|98.3|0.575323657263011|wn2.localdomain
mapper|0_0|399.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|400.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|400.5|94.2|0.575323657263011|wn2.localdomain
mapper|0_0|401.0|98.1|0.575323657263011|wn2.localdomain
mapper|0_0|401.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|402.0|95.3|0.575323657263011|wn2.localdomain
mapper|0_0|402.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|403.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|403.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|404.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|404.5|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|405.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|405.5|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|406.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|406.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|407.0|97.4|0.575323657263011|wn2.localdomain
mapper|0_0|407.5|95.9|0.575323657263011|wn2.localdomain
mapper|0_0|408.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|408.5|98.4|0.575323657263011|wn2.localdomain
mapper|0_0|409.0|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|409.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|410.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|410.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|411.0|96.5|0.575323657263011|wn2.localdomain
mapper|0_0|411.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|412.0|94.7|0.575323657263011|wn2.localdomain
mapper|0_0|412.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|413.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|413.5|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|414.0|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|414.5|98.5|0.575323657263011|wn2.localdomain
mapper|0_0|415.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|415.5|94.3|0.575323657263011|wn2.localdomain
mapper|0_0|416.0|98.2|0.575323657263011|wn2.localdomain
mapper|0_0|416.5|96.1|0.575323657263011|wn2.localdomain
mapper|0_0|417.0|96.4|0.575323657263011|wn2.localdomain
mapper|0_0|417.5|97.2|0.575323657263011|wn2.localdomain
mapper|0_0|418.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|418.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|419.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|419.5|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|420.0|96.3|0.575323657263011|wn2.localdomain
mapper|0_0|420.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|421.0|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|421.5|96.2|0.575323657263011|wn2.localdomain
mapper|0_0|422.0|98.2|0.575323657263011|wn2.localdomain
